Transaction_ID,User_ID,Normalized_Transaction_Amount
T1193,3296,0.099352841
T1195,2144,0.087325996
T1199,3397,0.005986518
T1202,1047,0.020385927
T1212,2715,0.051064633
T1218,1525,0.011912427
T1224,1364,0.063042071
T1226,1525,0.039221817
T1235,3410,0.07340226
T1246,1484,0.03565547
T1247,3075,0.078180593
T1255,1125,0.080207504
T1256,3859,0.082184207
T1257,1536,0.069691891
T1258,3192,-0.000109417
T1260,4283,0.082023182
T1262,2603,0.019773833
T1264,1066,-0.000109417
T1266,3156,0.059635148
T1272,3081,0.023464399
T1273,1622,0.061837686
T1274,4847,0.00175847
T1277,3642,0.023887864
T1279,3472,0.053354385
T1288,3362,0.077748727
T1293,2312,0.024618977
T1299,2526,0.086206224
T1307,2630,0.055044044
T1308,4735,0.011088901
T1311,1758,0.081951171
T1312,3946,0.019017517
T1313,1242,0.027129362
T1319,2246,0.026444457
T1324,1074,0.003593551
T1329,3928,0.047374667
T1332,3021,0.024941026
T1338,3762,0.00769218
T1339,2415,0.004476887
T1350,1723,0.023742242
T1351,1224,0.096948672
T1353,1112,0.013077606
T1354,3187,0.040565223
T1361,2828,0.076157683
T1363,1138,0.059097065
T1367,3026,0.07060063
T1369,4744,0.034611109
T1370,1901,0.087775265
T1373,1009,0.004852144
T1382,2619,0.003040466
T1384,2342,0.073175025
T1388,3824,0.086627289
T1390,3958,0.010078346
T1394,4490,0.030539285
T1395,4677,0.050769788
T1397,4888,0.090139627
T1401,2969,0.018444429
T1410,2319,0.086188421
T1411,4391,0.042025647
T1418,1872,0.009374438
T1420,3317,0.060441872
T1431,3621,0.028831023
T1432,1131,0.02131507
T1433,1600,0.053566017
T1439,2863,0.077320861
T1440,2318,0.090399267
T1452,3712,0.07125413
T1466,3438,0.038550914
T1475,3035,0.005627263
T1490,3243,0.046365312
T1492,2857,0.027463813
T1495,2658,0.064679522
T1499,3853,0.075414169
T1500,2932,-0.000109417
T1504,2900,0.066873058
T1505,3263,0.093173693
T1508,3062,0.090831133
T1513,3094,0.033357917
T1517,1129,0.056482664
T1520,3674,0.066083937
T1531,2865,0.055512716
T1542,3265,0.006968469
T1543,3188,0.013305641
T1545,4005,0.039528464
T1561,2863,0.046235292
T1562,1126,0.050236906
T1569,2013,0.008099642
T1576,3826,0.053946275
T1581,4476,0.029873383
T1582,4417,0.038694136
T1583,2645,0.094622315
T1586,4030,0.038808753
T1588,4072,0.01290938
T1593,2934,0.070442206
T1597,2332,0.091900898
T1599,1201,0.059007652
T1605,4874,0.016048862
T1610,3122,0.096466398
T1611,4877,0.021615916
T1628,2990,0.039540666
T1629,2203,-0.000109417
T1630,1709,0.024528163
T1631,4572,3.20049E-06
T1632,2879,0.089847983
T1639,3713,0.042349096
T1641,4953,0.003206892
T1642,2492,0.068910371
T1645,1848,0.015984652
T1647,4432,0.018020964
T1648,1688,0.004030618
T1657,1326,0.059285494
T1659,2759,0.031203787
T1660,4212,-0.000109417
T1672,1428,0.039510461
T1676,4495,0.094531101
T1677,4090,0.008257067
T1681,2394,0.055333088
T1683,4057,0.098539516
T1685,3549,0.027800465
T1698,4942,0.090898744
T1702,2481,0.002429373
T1711,4462,0.048786284
T1714,1832,0.033828189
T1716,3806,0.029025453
T1728,4122,0.004184442
T1730,4675,0.079558604
T1733,4489,0.048653864
T1734,4874,0.092040119
T1738,2311,0.018823087
T1741,3538,0.027988893
T1750,1822,0.064560904
T1751,1943,0.03832848
T1753,3054,0.004426479
T1762,1914,0.058838826
T1764,2308,0.040404598
T1769,3862,0.08422272
T1770,3756,0.037751991
T1783,1933,0.083596424
T1785,2757,-0.000109417
T1789,3987,0.032901647
T1794,2387,0.0175989
T1797,3761,0.055815162
T1800,3106,0.033592353
T1801,4798,0.057201175
T1804,3768,0.052287621
T1809,1520,0.037012078
T1810,3599,0.096447195
T1815,2781,0.055171463
T1816,2301,0.00892777
T1819,3051,0.076872192
T1825,4798,0.005888303
T1827,1074,0.084589976
T1841,2401,1
T1844,4700,0.065088385
T1864,4547,0.057648643
T1871,2845,0.011097902
T1877,2394,0.0580163
T1882,2319,0.087961893
T1888,3854,0.034750531
T1891,2333,0.097107096
T1895,3711,0.001255193
T1898,3116,0.010803457
T1906,2762,0.04446062
T1909,4920,0.009587671
T1910,4005,0.041100105
T1917,4521,0.059241888
T1920,3760,0.034189845
T1921,3343,0.021240258
T1922,2040,-0.000109417
T1928,3089,0.03500957
T1934,2252,0.052261617
T1940,3913,0.070920479
T1943,2636,0.076944003
T1945,3864,0.071546175
T1946,4004,0.010188163
T1955,4663,0.03806904
T1957,1338,0.051820349
T1963,3421,-0.000109417
T1964,4023,0.045017106
T1966,2223,0.021947167
T1971,4726,-0.000109417
T1975,4948,0.031547839
T1977,1046,0.081818951
T1978,4359,1
T1983,4990,0.03044107
T2000,2500,0.056932133
T2005,1934,0.030143424
T2009,4561,0.003575548
T2012,4597,0.064727729
T2019,2121,0.000916541
T2030,4959,0.08611661
T2038,4232,0.005206599
T2040,1492,0.073928741
T2043,3941,0.043968345
T2048,1545,0.019470587
T2052,2804,0.070408601
T2054,2297,0.013191024
T2057,4810,0.005173794
T2065,1317,0.091558245
T2069,1271,0.037204307
T2070,4511,0.041760406
T2078,1339,0.02907646
T2079,1388,0.024479355
T2084,2165,0.032211141
T2085,1375,0.031012157
T2087,3033,0.093241703
T2093,1431,0.081828152
T2100,4960,0.003025464
T2105,3041,0.058530979
T2120,4224,0.035298615
T2121,4782,0.019456385
T2122,3611,0.026804512
T2125,2607,0.077947957
T2128,4646,0.054599976
T2131,4314,0.090632303
T2148,4118,0.003037866
T2152,4170,0.041104305
T2154,2913,0.022191804
T2155,2776,0.076978609
T2158,4561,0.03207512
T2160,3737,0.006340373
T2162,3109,0.051407686
T2163,4216,0.043434063
T2170,1892,0.009228816
T2173,3376,0.081060435
T2174,1579,0.091804283
T2175,2933,-0.000109417
T2177,4681,0.005644866
T2182,3682,0.089809377
T2192,2486,0.076130478
T2193,1039,0.017911348
T2200,4195,0.0019551
T2202,1037,0.076784579
T2208,1913,0.00554205
T2217,2137,0.077335863
T2222,3396,0.024311329
T2230,4930,0.012882576
T2231,2996,0.080031477
T2233,2312,0.035371026
T2246,1362,0.088779419
T2249,2716,0.057357599
T2252,1190,0.081949171
T2257,3180,-0.000109417
T2273,3403,0.093655167
T2277,3012,0.006913461
T2278,2547,0.02855318
T2280,2985,-0.000109417
T2285,2136,0.028783415
T2298,3514,0.030932345
T2303,2247,0.057526425
T2306,2435,0.073573486
T2308,3382,0.066852255
T2311,1988,0.020019271
T2317,2265,0.041625185
T2324,3448,0.08565834
T2330,4191,0.025503312
T2350,3126,0.020724579
T2356,4609,0.018297607
T2363,4170,0.07523094
T2369,3844,0.031345608
T2372,3931,0.038026033
T2373,2823,0.079106335
T2390,1868,0.010974684
T2391,1083,0.074515431
T2394,2976,0.069851315
T2398,4328,0.094645319
T2401,1933,0.036519002
T2402,4598,0.06688546
T2403,4233,0.069667887
T2420,2680,0.091187188
T2423,1519,0.048382222
T2431,1348,0.002303353
T2435,2559,0.067455348
T2436,4899,0.001013555
T2440,4629,0.072776564
T2443,3781,0.024668584
T2446,4344,0.033070073
T2448,2259,0.082406241
T2467,1071,0.006931463
T2482,3043,0.020829795
T2491,3448,0.014034753
T2492,3635,0.053430596
T2496,4534,0.061999311
T2497,1591,0.043602889
T2505,2951,0.056441858
T2513,2949,0.071297337
T2518,4174,0.080684577
T2520,4237,0.050942815
T2521,3918,0.033584752
T2522,1089,0.034170442
T2528,1886,0.02359942
T2538,3821,-0.000109417
T2542,2439,0.044949895
T2547,4911,0.010402196
T2552,2341,0.080199103
T2555,3430,0.083308179
T2557,1458,0.061611051
T2560,1899,0.006166946
T2561,4461,0.031954502
T2563,1021,0.094834348
T2570,1873,0.00111077
T2571,1013,0.041151913
T2575,4083,0.020408531
T2581,2266,0.009602473
T2583,4218,0.099113004
T2587,1684,0.053936274
T2592,1694,0.051582313
T2595,4883,0.025917376
T2607,3971,0.021346675
T2613,2982,-0.000109417
T2626,3852,0.009380039
T2627,1515,0.097397741
T2628,3779,0.011635185
T2629,2387,0.077232247
T2631,3579,0.08644346
T2632,1955,0.007401335
T2644,4811,1
T2648,3979,0.033516941
T2650,1294,0.016626551
T2656,2291,0.034916156
T2663,4808,0.068076843
T2672,1939,0.021683726
T2673,1525,0.035299015
T2675,1001,0.009138202
T2678,3884,0.01023537
T2686,1013,0.024062691
T2690,4155,0.033727574
T2691,1129,0.068368088
T2698,1027,0.002678811
T2704,2472,0.037829403
T2709,3966,1
T2715,1629,0.098704141
T2717,3639,0.094555505
T2718,2993,0.01036459
T2719,2628,0.034165041
T2730,3560,0.040193366
T2733,3933,0.042269084
T2736,4192,0.039826309
T2737,4178,0.026327239
T2738,2956,0.090442474
T2742,3212,0.065338423
T2744,4568,0.020326918
T2746,2579,0.020393128
T2750,2742,0.09524121
T2759,1968,0.006173347
T2766,3166,0.030842131
T2767,2058,0.097783
T2770,4828,0.098013035
T2775,3738,0.060801727
T2780,3740,0.022727286
T2781,3289,0.024467953
T2786,1216,0.008681932
T2787,4377,0.055545321
T2799,4923,0.023427794
T2806,2969,0.045555788
T2815,2799,0.064391678
T2816,3716,0.075088519
T2818,2381,0.058576186
T2819,1516,0.038893766
T2821,1085,0.016444123
T2824,4264,0.088856831
T2830,4485,0.059960398
T2834,4719,0.064089831
T2838,1587,0.092062922
T2850,4124,0.033068673
T2854,4673,0.000346853
T2855,4291,0.089756769
T2858,1574,-0.000109417
T2860,4232,0.010774453
T2871,2347,0.006480394
T2876,2667,0.040923678
T2886,2388,0.074027156
T2888,4712,0.058917838
T2895,4136,0.022548659
T2896,4147,0.011978037
T2899,1916,0.009050388
T2903,2496,0.094972969
T2907,4568,0.023867061
T2914,4015,0.02053235
T2915,4693,-0.000109417
T2919,3989,0.052655477
T2924,3375,0.075778624
T2928,2947,0.069462055
T2931,2177,0.036753238
T2932,1664,0.027113759
T2933,1011,0.094530501
T2943,3390,0.017687713
T2947,3411,0.055748152
T2962,1714,0.073317247
T2964,4854,0.048396624
T2965,1323,0.017628504
T2966,1788,0.080237108
T2974,4055,0.081718736
T2975,1372,1
T2976,4635,0.046583346
T2977,3541,0.064650117
T2982,3338,0.070122957
T2984,4215,0.08298693
T2994,1349,0.034464287
T2995,4530,0.085409302
T2998,4179,0.076135679
T3001,3956,0.05423632
T3003,4654,0.027579431
T3004,4006,0.089650752
T3017,2195,0.063567751
T3019,2708,0.089824179
T3021,3606,0.060361459
T3029,2243,0.082769097
T3031,4097,0.062415174
T3038,2660,0.053021934
T3050,3578,-0.000109417
T3052,4131,0.010094148
T3058,4747,0.096774445
T3060,2462,0.057901882
T3061,3289,0.008307674
T3065,1482,0.098483707
T3079,2546,0.044281793
T3080,1649,0.01655694
T3083,2100,0.012561727
T3086,4325,0.007259514
T3091,1262,0.026602081
T3095,2577,0.02053595
T3099,4824,0.07764071
T3100,3506,0.075503582
T3108,2125,0.097119098
T3116,2764,0.048403225
T3117,1352,0.071633789
T3125,3472,0.035120788
T3127,1707,0.066786045
T3128,2804,0.082734091
T3132,1955,0.050525551
T3133,3564,0.062013913
T3134,3475,0.089274895
T3139,4301,0.016267095
T3141,2585,0.055834165
T3142,1066,0.030012204
T3145,3428,0.021201252
T3158,2494,0.033226097
T3160,1115,0.004623509
T3161,4335,0.091349013
T3169,3334,-0.000109417
T3172,1310,0.08468219
T3176,3717,0.022348028
T3181,1656,0.035652069
T3183,2931,0.064802141
T3187,2679,0.014337599
T3188,4613,0.097770598
T3190,4350,0.046724568
T3204,2107,0.082442647
T3213,3507,0.023386588
T3217,3556,0.056399052
T3222,3161,0.036838051
T3229,3808,0.051970972
T3231,3496,0.02816192
T3236,4478,0.047088623
T3237,2689,0.091475432
T3243,1405,0.034327866
T3247,4172,0.065071382
T3259,4287,0.082655479
T3265,4078,0.072169271
T3276,4537,0.00136821
T3300,2960,0.04784674
T3308,4041,0.0273806
T3309,1963,0.006172547
T3317,1127,0.04987225
T3322,1845,0.04191503
T3323,4603,0.061334409
T3324,2681,0.000809924
T3325,4036,0.071862024
T3344,1641,0.075574593
T3350,2079,0.008787148
T3355,4976,-0.000109417
T3356,2122,0.056056399
T3359,2179,0.031198786
T3361,4565,0.014851478
T3362,1882,0.076326108
T3364,4151,0.081611119
T3366,3811,0.007796996
T3367,1608,0.006954267
T3379,1419,-0.000109417
T3380,1123,0.023443796
T3381,1421,0.058717807
T3386,4699,0.066654825
T3389,1767,0.012857572
T3391,3530,0.02007668
T3400,3645,0.002780427
T3402,1509,-0.000109417
T3406,4802,0.01903392
T3408,3293,0.053310178
T3409,1741,0.020799391
T3410,4662,0.014099763
T3415,2911,0.07353508
T3419,4084,0.034537698
T3422,1241,0.021131042
T3428,1172,0.019896452
T3429,1671,0.040976486
T3434,1699,0.097348133
T3444,2731,0.087503023
T3449,1593,0.031017958
T3451,4298,0.045618598
T3457,3601,0.034916756
T3462,1104,0.066051332
T3465,4191,-0.000109417
T3474,4081,0.033362318
T3478,1788,0.015916442
T3494,3628,0.056899528
T3499,3148,0.042498119
T3501,1844,0.034977566
T3511,3711,0.084212118
T3525,2414,0.084607779
T3526,3546,0.066043131
T3527,3587,0.082542062
T3536,3567,0.097905619
T3550,3376,0.045883839
T3561,3216,0.035719879
T3566,3814,0.03983331
T3576,1780,0.011966436
T3579,3398,0.064064227
T3590,4473,-0.000109417
T3602,2748,0.095727885
T3611,2567,0.005602459
T3612,2245,0.047447078
T3615,3544,0.041077301
T3622,4069,0.04426319
T3627,4431,0.051700931
T3630,1662,-0.000109417
T3634,1255,0.059330901
T3645,3588,0.094840148
T3652,2486,0.010065144
T3654,1087,0.002396368
T3656,1460,0.002949853
T3657,3325,0.079991071
T3658,4754,0.02979457
T3659,3468,0.049269958
T3661,2376,0.049442985
T3663,1514,0.001146976
T3667,1022,0.025742549
T3671,3155,0.02666329
T3675,4300,0.018127581
T3679,4257,0.065279614
T3680,4727,0.055659138
T3686,1448,0.065940515
T3692,1873,-0.000109417
T3696,4081,0.05521707
T3702,1922,0.064804741
T3704,3984,0.036524603
T3707,2416,0.036949868
T3722,4448,0.035729881
T3728,2014,0.03689946
T3729,2093,0.085301085
T3730,4895,0.073753314
T3734,3179,0.004961761
T3736,2404,0.011626183
T3749,1870,0.065284815
T3751,3249,0.028286139
T3756,2080,0.006741834
T3765,4586,0.038614323
T3766,4799,0.029260088
T3769,3745,0.013002395
T3773,4959,0.093445735
T3776,1161,0.049486591
T3779,2938,0.053765848
T3789,1663,0.041035495
T3804,1182,0.074309999
T3809,1830,0.000317449
T3824,2283,0.09341453
T3829,1398,0.058132918
T3833,3171,0.042225477
T3844,3097,0.025909975
T3846,1972,0.060110021
T3847,2642,0.01669116
T3854,4920,0.016874789
T3861,4373,0.002449776
T3863,1580,0.00019603
T3865,4903,0.049406979
T3868,3096,0.07242311
T3870,4145,0.071948237
T3871,1703,0.024623577
T3874,4653,1
T3883,3839,0.057900882
T3891,4435,0.080539955
T3893,4640,0.048049171
T3916,4253,0.046633354
T3923,1840,0.030396863
T3930,3297,0.049403779
T3931,1874,0.032292354
T3934,3243,0.035911909
T3937,4590,0.021434288
T3938,4141,0.054407946
T3943,4831,0.012482515
T3945,2171,0.045409566
T3948,1943,0.071299537
T3950,4988,0.010028538
T3957,2336,0.036914463
T3959,3361,0.012209873
T3963,4202,0.056836719
T3968,2938,0.058810622
T3970,2880,0.049237953
T3973,2931,0.059328501
T3975,1424,0.014096762
T3976,3208,0.087384605
T3985,4062,0.099082199
T3986,3336,0.034827743
T3988,2687,0.014416011
T3998,1176,0.06114758
T4003,1197,0.063067475
T4005,4648,-0.000109417
T4007,1852,0.026939533
T4011,4183,0.040554621
T4012,2080,0.083593223
T4014,3889,0.057163169
T4020,4750,0.087057155
T4025,2979,0.052472049
T4030,3290,0.061401019
T4035,3438,0.024893219
T4044,2678,0.004665916
T4054,4452,1
T4056,3727,0.026342841
T4059,4097,0.091964907
T4071,2011,0.012324091
T4073,1773,0.056229226
T4082,3756,0.064198448
T4085,3551,0.026018791
T4089,4991,0.08963175
T4090,3555,0.061976307
T4094,1484,0.083723243
T4095,4668,0.048181591
T4099,1558,0.099680491
T4100,4982,0.014674651
T4101,2967,0.07360109
T4103,2127,0.083806256
T4110,3433,0.051778143
T4112,1847,0.012915581
T4120,3533,0.054928026
T4131,4690,0.067369935
T4139,3591,0.081707334
T4141,2547,0.092807037
T4150,2012,1
T4159,2758,0.075024109
T4162,4711,0.007469146
T4166,3178,0.095712882
T4169,4864,0.053081343
T4172,4737,0.096626422
T4176,1226,0.032085122
T4177,3748,-0.000109417
T4178,4547,0.084025089
T4179,4548,-0.000109417
T4182,4557,0.030236438
T4189,2473,0.066749039
T4196,2249,0.085122058
T4203,4348,0.085950985
T4223,4733,0.026248427
T4224,3320,0.039782703
T4231,1930,0.068032836
T4235,3319,0.007415938
T4236,2953,0.033066672
T4240,3295,0.02627083
T4246,2683,0.006748435
T4248,3048,0.007206706
T4250,4830,-0.000109417
T4254,2602,0.023241365
T4255,3563,0.098427699
T4259,2829,0.025559921
T4260,3190,0.010419398
T4261,4262,0.070490813
T4264,2336,0.063153488
T4268,4725,0.077344465
T4272,1550,0.099879121
T4279,2138,-0.000109417
T4282,4322,0.054427549
T4284,3454,0.078627461
T4298,2565,0.034972765
T4302,1595,0.018068372
T4306,3903,0.034333867
T4307,1269,0.076898796
T4309,3661,0.057055952
T4313,1082,0.078974915
T4317,2449,0.027454011
T4322,3220,0.095087386
T4326,4144,0.039990134
T4328,2659,0.088426765
T4333,3990,0.084648785
T4342,3512,0.032116327
T4344,1264,0.080878007
T4348,3867,0.090983157
T4349,3136,0.021527902
T4352,1820,0.008136248
T4355,3381,0.062875245
T4360,1987,0.021626918
T4361,2799,0.042393703
T4362,3561,0.084146708
T4369,2278,0.02431653
T4376,2693,0.060709913
T4380,4647,0.026035394
T4385,1660,0.026899526
T4390,2986,0.025708544
T4392,4060,0.045881038
T4395,4516,-0.000109417
T4396,2928,1
T4397,2347,0.082477052
T4398,2058,0.040653236
T4407,4502,0.002575195
T4413,3606,0.042890779
T4414,1526,0.067741191
T4417,3073,0.021372479
T4428,1178,0.01453443
T4439,2515,0.058144319
T4440,1193,0.091407622
T4441,3007,-0.000109417
T4461,4451,0.011763004
T4464,1440,0.083541615
T4470,1141,0.033222896
T4471,2314,0.080336524
T4477,3700,0.074613846
T4481,2325,0.075898843
T4485,1554,0.092349766
T4486,1403,0.091756475
T4487,1891,0.071892228
T4491,1340,-0.000109417
T4492,4828,0.018699869
T4493,2968,0.01160118
T4498,4893,0.039684088
T4499,3429,0.048210395
T4501,2800,0.004391674
T4502,2367,0.018887097
T4503,2572,0.067843407
T4505,1552,0.055447306
T4507,1855,0.019542998
T4508,2812,0.039265023
T4511,1182,0.034856347
T4527,1018,0.090670309
T4533,2132,0.032424774
T4535,3492,0.071853622
T4536,4311,0.030001202
T4538,4372,1
T4541,1987,0.029298094
T4542,4321,0.025831163
T4543,4524,0.083812857
T4544,1519,0.019325965
T4545,4224,0.08076699
T4549,4741,0.022661076
T4554,2710,0.01544817
T4567,3459,0.021214454
T4573,4449,0.01746908
T4576,3088,0.039821309
T4581,1201,0.036238559
T4582,3497,0.019154738
T4583,2842,0.063116682
T4589,1562,0.089537335
T4591,3760,0.090898944
T4597,3501,0.065720081
T4604,2935,0.056894128
T4607,3305,0.009849511
T4614,4884,0.00697427
T4617,2380,0.084912626
T4618,2236,0.070709647
T4628,2819,0.027281385
T4645,2474,0.086224227
T4649,3894,0.046230092
T4650,2064,0.095347826
T4651,4134,0.013823521
T4653,1359,0.06551785
T4654,4146,0.043255035
T4669,4267,0.025607328
T4674,3606,0.044304996
T4686,4546,0.098328884
T4688,3442,0.081782745
T4701,1832,0.062259151
T4702,2054,0.080110689
T4703,4459,0.006945465
T4704,2648,0.061827484
T4705,2900,0.003561146
T4706,2457,0.052579266
T4713,3122,0.065931914
T4723,4634,0.025168461
T4724,2841,0.044299596
T4735,3217,0.051004824
T4744,3248,0.067592569
T4745,3416,-0.000109417
T4748,1058,0.010640632
T4749,3478,0.08207139
T4750,3685,0.021192851
T4759,4236,0.076913799
T4760,4560,0.081670128
T4761,3352,0.084034891
T4762,2932,0.041998643
T4763,3721,0.086672095
T4766,1820,0.071783412
T4774,4180,0.099000387
T4781,2003,-0.000109417
T4785,1358,0.061883893
T4786,1835,0.083039738
T4787,2522,0.08350581
T4789,2627,1
T4790,2982,0.092100128
T4792,4708,0.06635938
T4793,3530,0.000765317
T4794,1908,0.010422799
T4795,2134,0.085712148
T4797,3186,0.021324471
T4800,3556,0.057605037
T4813,4924,0.010710643
T4815,2307,0.082148602
T4819,3211,0.07001054
T4820,2909,0.006011322
T4827,1266,0.021820547
T4828,2845,0.077945157
T4847,4600,0.034805939
T4850,1665,0.073444266
T4856,1581,0.075028309
T4858,1694,0.009992133
T4860,2251,0.091730071
T4889,3558,0.03767678
T4893,3988,0.002008508
T4908,4565,0.094561106
T4910,3334,0.000186629
T4911,3767,0.007671977
T4920,3953,0.01675177
T4921,2833,0.077061421
T4928,4752,0.044790671
T4931,1695,0.093052074
T4933,1056,0.087659447
T4936,4234,0.037780396
T4938,4441,0.091078972
T4941,1112,0.045803226
T4947,2088,0.073673502
